ID_point,ID_seg,ID_road,ID_road_seg,ID_road_seg_point,long,lat,osm_ID,class,road_importance,color
15,10,68,68_10,68_10_15,34.8399068,-2.3377699,30805007,primary,major_road,black
16,10,68,68_10,68_10_16,34.8396279,-2.3384533,30805007,primary,major_road,black
17,10,68,68_10,68_10_17,34.8387975,-2.3402756,30805007,primary,major_road,black
18,10,68,68_10,68_10_18,34.8382906,-2.3415145,30805007,primary,major_road,black
19,10,68,68_10,68_10_19,34.8379977,-2.3425026,30805007,primary,major_road,black
20,10,68,68_10,68_10_20,34.8377688,-2.3438861,30805007,primary,major_road,black
21,10,68,68_10,68_10_21,34.83771103087578,-2.3441800676460254,30805007,primary,major_road,black
1,11,68,68_11,68_11_1,34.83771103087578,-2.3441800676460254,30805007,primary,major_road,red
2,11,68,68_11,68_11_2,34.8376109,-2.3446896,30805007,primary,major_road,red
3,11,68,68_11,68_11_3,34.8373051,-2.3455177,30805007,primary,major_road,red
4,11,68,68_11,68_11_4,34.8367928,-2.346646,30805007,primary,major_road,red
5,11,68,68_11,68_11_5,34.8365889,-2.3470962,30805007,primary,major_road,red
6,11,68,68_11,68_11_6,34.836259,-2.3476992,30805007,primary,major_road,red
7,11,68,68_11,68_11_7,34.8359519,-2.3481413,30805007,primary,major_road,red
8,11,68,68_11,68_11_8,34.8341301,-2.3501859,30805007,primary,major_road,red
9,11,68,68_11,68_11_9,34.8333552,-2.3510758,30805007,primary,major_road,red
10,11,68,68_11,68_11_10,34.8329485,-2.3516451,30805007,primary,major_road,red
11,11,68,68_11,68_11_11,34.8326024,-2.3521296,30805007,primary,major_road,red
12,11,68,68_11,68_11_12,34.8319297,-2.3530013,30805007,primary,major_road,red
13,11,68,68_11,68_11_13,34.83123,-2.3537649,30805007,primary,major_road,red
14,11,68,68_11,68_11_14,34.8308679,-2.3542786000000002,30805007,primary,major_road,red
15,11,68,68_11,68_11_15,34.8301313,-2.3555443,30805007,primary,major_road,red
16,11,68,68_11,68_11_16,34.8279646,-2.3587485,30805007,primary,major_road,red
17,11,68,68_11,68_11_17,34.8271568,-2.3598229,30805007,primary,major_road,red
18,11,68,68_11,68_11_18,34.8267882,-2.3603653000000002,30805007,primary,major_road,red
19,11,68,68_11,68_11_19,34.8264511,-2.3610326,30805007,primary,major_road,red
20,11,68,68_11,68_11_20,34.8260466,-2.3621381,30805007,primary,major_road,red
21,11,68,68_11,68_11_21,34.8258814,-2.3628689,30805007,primary,major_road,red
22,11,68,68_11,68_11_22,34.825860424584896,-2.3629918830214933,30805007,primary,major_road,red
1,12,68,68_12,68_12_1,34.825860424584896,-2.3629918830214933,30805007,primary,major_road,black
2,12,68,68_12,68_12_2,34.8258295,-2.3631732,30805007,primary,major_road,black
3,12,68,68_12,68_12_3,34.8256915,-2.3639821,30805007,primary,major_road,black
4,12,68,68_12,68_12_4,34.8254157,-2.3652607,30805007,primary,major_road,black
5,12,68,68_12,68_12_5,34.8251662,-2.3661647,30805007,primary,major_road,black
6,12,68,68_12,68_12_6,34.8251165,-2.3663597,30805007,primary,major_road,black
7,12,68,68_12,68_12_7,34.8250267,-2.3666069,30805007,primary,major_road,black
8,12,68,68_12,68_12_8,34.8248604,-2.3669714,30805007,primary,major_road,black
9,12,68,68_12,68_12_9,34.8240021,-2.3686892,30805007,primary,major_road,black
10,12,68,68_12,68_12_10,34.823809,-2.3691367,30805007,primary,major_road,black
11,12,68,68_12,68_12_11,34.8236454,-2.369595,30805007,primary,major_road,black
12,12,68,68_12,68_12_12,34.8226047,-2.3726742,30805007,primary,major_road,black
13,12,68,68_12,68_12_13,34.8221935,-2.3739652,30805007,primary,major_road,black
14,12,68,68_12,68_12_14,34.8215371,-2.3755926,30805007,primary,major_road,black
15,12,68,68_12,68_12_15,34.8212287,-2.3764931,30805007,primary,major_road,black
16,12,68,68_12,68_12_16,34.8210275,-2.3772113,30805007,primary,major_road,black
17,12,68,68_12,68_12_17,34.820829,-2.378101,30805007,primary,major_road,black
18,12,68,68_12,68_12_18,34.820703,-2.3787978,30805007,primary,major_road,black
19,12,68,68_12,68_12_19,34.8205501,-2.3798992,30805007,primary,major_road,black
20,12,68,68_12,68_12_20,34.8202068,-2.3818582,30805007,primary,major_road,black
21,12,68,68_12,68_12_21,34.8200512,-2.3826193,30805007,primary,major_road,black
22,12,68,68_12,68_12_22,34.8199627,-2.383024,30805007,primary,major_road,black
23,12,68,68_12,68_12_23,34.8198044,-2.3833617,30805007,primary,major_road,black
24,12,68,68_12,68_12_24,34.8196328,-2.3837476,30805007,primary,major_road,black
25,12,68,68_12,68_12_25,34.8194852,-2.3839673,30805007,primary,major_road,black
26,12,68,68_12,68_12_26,34.81923966221445,-2.3843231415235966,30805007,primary,major_road,black
1,13,68,68_13,68_13_1,34.81923966221445,-2.3843231415235966,30805007,primary,major_road,red
2,13,68,68_13,68_13_2,34.8188657,-2.3848651,30805007,primary,major_road,red
3,13,68,68_13,68_13_3,34.8187198,-2.3851427,30805007,primary,major_road,red
4,13,68,68_13,68_13_4,34.8186241,-2.3853713,30805007,primary,major_road,red
5,13,68,68_13,68_13_5,34.818061,-2.3866177,30805007,primary,major_road,red
6,13,68,68_13,68_13_6,34.8176935,-2.387289,30805007,primary,major_road,red
7,13,68,68_13,68_13_7,34.816703,-2.3888958,30805007,primary,major_road,red
8,13,68,68_13,68_13_8,34.8142476,-2.3925222,30805007,primary,major_road,red
9,13,68,68_13,68_13_9,34.8127073,-2.3949146,30805007,primary,major_road,red
10,13,68,68_13,68_13_10,34.8120555,-2.3959115,30805007,primary,major_road,red
11,13,68,68_13,68_13_11,34.8112884,-2.3968602,30805007,primary,major_road,red
12,13,68,68_13,68_13_12,34.8111436,-2.3971148,30805007,primary,major_road,red
13,13,68,68_13,68_13_13,34.8110148,-2.3974551,30805007,primary,major_road,red
14,13,68,68_13,68_13_14,34.810921,-2.3977874,30805007,primary,major_road,red
15,13,68,68_13,68_13_15,34.8108298,-2.3983877,30805007,primary,major_road,red
16,13,68,68_13,68_13_16,34.8106903,-2.3991622,30805007,primary,major_road,red
17,13,68,68_13,68_13_17,34.8105728,-2.4000338,30805007,primary,major_road,red
18,13,68,68_13,68_13_18,34.8105267,-2.4003949,30805007,primary,major_road,red
19,13,68,68_13,68_13_19,34.8104221,-2.4008666,30805007,primary,major_road,red
20,13,68,68_13,68_13_20,34.8102397,-2.4013891,30805007,primary,major_road,red
21,13,68,68_13,68_13_21,34.8097783,-2.4027934,30805007,primary,major_road,red
22,13,68,68_13,68_13_22,34.809358362623314,-2.4041710979274113,30805007,primary,major_road,red
1,14,68,68_14,68_14_1,34.809358362623314,-2.4041710979274113,30805007,primary,major_road,black
2,14,68,68_14,68_14_2,34.8093519,-2.4041923,30805007,primary,major_road,black
3,14,68,68_14,68_14_3,34.8091024,-2.4048301,30805007,primary,major_road,black
4,14,68,68_14,68_14_4,34.8088583,-2.4053526,30805007,primary,major_road,black
5,14,68,68_14,68_14_5,34.8080805,-2.406722,30805007,primary,major_road,black
6,14,68,68_14,68_14_6,34.8073751,-2.4079119,30805007,primary,major_road,black
7,14,68,68_14,68_14_7,34.8071927,-2.4082603,30805007,primary,major_road,black
8,14,68,68_14,68_14_8,34.8070371,-2.4085953,30805007,primary,major_road,black
9,14,68,68_14,68_14_9,34.8057872,-2.41187,30805007,primary,major_road,black
10,14,68,68_14,68_14_10,34.8047411,-2.4146785,30805007,primary,major_road,black
11,14,68,68_14,68_14_11,34.804548,-2.4151555,30805007,primary,major_road,black
12,14,68,68_14,68_14_12,34.802199,-2.4197225,30805007,primary,major_road,black
13,14,68,68_14,68_14_13,34.8015928,-2.4211536,30805007,primary,major_road,black
14,14,68,68_14,68_14_14,34.8011389,-2.422265,30805007,primary,major_road,black
15,14,68,68_14,68_14_15,34.8010209,-2.4226536,30805007,primary,major_road,black
16,14,68,68_14,68_14_16,34.8009646,-2.422943,30805007,primary,major_road,black
17,14,68,68_14,68_14_17,34.8007688,-2.4241784,30805007,primary,major_road,black
18,14,68,68_14,68_14_18,34.8007554,-2.4246662,30805007,primary,major_road,black
19,14,68,68_14,68_14_19,34.80076473833586,-2.424785558959502,30805007,primary,major_road,black
1,15,68,68_15,68_15_1,34.80076473833586,-2.424785558959502,30805007,primary,major_road,red
2,15,68,68_15,68_15_2,34.8007902,-2.425111,30805007,primary,major_road,red
3,15,68,68_15,68_15_3,34.8009405,-2.4259659,30805007,primary,major_road,red
4,15,68,68_15,68_15_4,34.8012221,-2.4273433,30805007,primary,major_road,red
5,15,68,68_15,68_15_5,34.8013374,-2.4277533,30805007,primary,major_road,red
6,15,68,68_15,68_15_6,34.8017216,-2.4287736,30805007,primary,major_road,red
7,15,68,68_15,68_15_7,34.8018544,-2.4290549,30805007,primary,major_road,red
8,15,68,68_15,68_15_8,34.8020174,-2.4293491,30805007,primary,major_road,red
9,15,68,68_15,68_15_9,34.8021877,-2.429664,30805007,primary,major_road,red
10,15,68,68_15,68_15_10,34.802362,-2.4299802,30805007,primary,major_road,red
11,15,68,68_15,68_15_11,34.8026732,-2.4304679,30805007,primary,major_road,red
12,15,68,68_15,68_15_12,34.802818,-2.4306421,30805007,primary,major_road,red
13,15,68,68_15,68_15_13,34.8030165,-2.4307815,30805007,primary,major_road,red
14,15,68,68_15,68_15_14,34.8043737,-2.4315961,30805007,primary,major_road,red
15,15,68,68_15,68_15_15,34.8047009,-2.4318212,30805007,primary,major_road,red
16,15,68,68_15,68_15_16,34.8048243,-2.4319686,30805007,primary,major_road,red
17,15,68,68_15,68_15_17,34.8051515,-2.4324161,30805007,primary,major_road,red
18,15,68,68_15,68_15_18,34.8059294,-2.4334211,30805007,primary,major_road,red
19,15,68,68_15,68_15_19,34.8070103,-2.4348574,30805007,primary,major_road,red
20,15,68,68_15,68_15_20,34.8072705,-2.43512,30805007,primary,major_road,red
21,15,68,68_15,68_15_21,34.8080456,-2.4357632,30805007,primary,major_road,red
22,15,68,68_15,68_15_22,34.808287,-2.4360633,30805007,primary,major_road,red
23,15,68,68_15,68_15_23,34.8084855,-2.4363527,30805007,primary,major_road,red
24,15,68,68_15,68_15_24,34.8086867,-2.4368217,30805007,primary,major_road,red
25,15,68,68_15,68_15_25,34.8089629,-2.4380089,30805007,primary,major_road,red
26,15,68,68_15,68_15_26,34.8090944,-2.438443,30805007,primary,major_road,red
27,15,68,68_15,68_15_27,34.8093197,-2.4387565,30805007,primary,major_road,red
28,15,68,68_15,68_15_28,34.8096201,-2.4390298,30805007,primary,major_road,red
29,15,68,68_15,68_15_29,34.8100251,-2.439188,30805007,primary,major_road,red
30,15,68,68_15,68_15_30,34.8103207,-2.4392328,30805007,primary,major_road,red
31,15,68,68_15,68_15_31,34.8109645,-2.4393802,30805007,primary,major_road,red
32,15,68,68_15,68_15_32,34.81134,-2.4394311,30805007,primary,major_road,red
33,15,68,68_15,68_15_33,34.8118013,-2.4393829,30805007,primary,major_road,red
34,15,68,68_15,68_15_34,34.8129644,-2.4391763,30805007,primary,major_road,red
35,15,68,68_15,68_15_35,34.814476446973806,-2.4385433411146926,30805007,primary,major_road,red
1,16,68,68_16,68_16_1,34.814476446973806,-2.4385433411146926,30805007,primary,major_road,black
2,16,68,68_16,68_16_2,34.8145291,-2.4385213,30805007,primary,major_road,black
3,16,68,68_16,68_16_3,34.8146176,-2.4385012,30805007,primary,major_road,black
4,16,68,68_16,68_16_4,34.8147343,-2.4384825,30805007,primary,major_road,black
5,16,68,68_16,68_16_5,34.8148121,-2.4385012,30805007,primary,major_road,black
6,16,68,68_16,68_16_6,34.8148912,-2.4385253,30805007,primary,major_road,black
7,16,68,68_16,68_16_7,34.8149677,-2.4385856,30805007,primary,major_road,black
8,16,68,68_16,68_16_8,34.8151152,-2.4387973,30805007,primary,major_road,black
9,16,68,68_16,68_16_9,34.8153834,-2.4393105,30805007,primary,major_road,black
10,16,68,68_16,68_16_10,34.8154397,-2.4395061,30805007,primary,major_road,black
11,16,68,68_16,68_16_11,34.8154424,-2.440085,30805007,primary,major_road,black
12,16,68,68_16,68_16_12,34.8154951,-2.440958,30805007,primary,major_road,black
13,16,68,68_16,68_16_13,34.8155095,-2.4414946,30805007,primary,major_road,black
14,16,68,68_16,68_16_14,34.8153566,-2.4426361,30805007,primary,major_road,black
15,16,68,68_16,68_16_15,34.8153432,-2.443223,30805007,primary,major_road,black
16,16,68,68_16,68_16_16,34.8153807,-2.4436169,30805007,primary,major_road,black
17,16,68,68_16,68_16_17,34.8154612,-2.4439948,30805007,primary,major_road,black
18,16,68,68_16,68_16_18,34.8156436,-2.4446165,30805007,primary,major_road,black
19,16,68,68_16,68_16_19,34.8157328,-2.444917,30805007,primary,major_road,black
20,16,68,68_16,68_16_20,34.8158555,-2.445466,30805007,primary,major_road,black
21,16,68,68_16,68_16_21,34.8159359,-2.446077,30805007,primary,major_road,black
22,16,68,68_16,68_16_22,34.8159252,-2.4468648,30805007,primary,major_road,black
23,16,68,68_16,68_16_23,34.8157509,-2.4491935,30805007,primary,major_road,black
24,16,68,68_16,68_16_24,34.815708,-2.4505414,30805007,primary,major_road,black
25,16,68,68_16,68_16_25,34.8157804,-2.4511471,30805007,primary,major_road,black
26,16,68,68_16,68_16_26,34.815952,-2.4517607,30805007,primary,major_road,black
27,16,68,68_16,68_16_27,34.8162793,-2.4525526,30805007,primary,major_road,black
28,16,68,68_16,68_16_28,34.8165348,-2.4529958,30805007,primary,major_road,black
29,16,68,68_16,68_16_29,34.8171135,-2.4538884,30805007,primary,major_road,black
30,16,68,68_16,68_16_30,34.8174702,-2.4545771,30805007,primary,major_road,black
31,16,68,68_16,68_16_31,34.8178243,-2.4553864,30805007,primary,major_road,black
32,16,68,68_16,68_16_32,34.8182668,-2.456319,30805007,primary,major_road,black
33,16,68,68_16,68_16_33,34.8192753,-2.4585405,30805007,primary,major_road,black
34,16,68,68_16,68_16_34,34.81967243036102,-2.459426709546043,30805007,primary,major_road,black
1,17,68,68_17,68_17_1,34.81967243036102,-2.459426709546043,30805007,primary,major_road,red
2,17,68,68_17,68_17_2,34.8198493,-2.4598214,30805007,primary,major_road,red
3,17,68,68_17,68_17_3,34.8201068,-2.4604779,30805007,primary,major_road,red
4,17,68,68_17,68_17_4,34.8203026,-2.4611023,30805007,primary,major_road,red
5,17,68,68_17,68_17_5,34.8213808,-2.4670566,30805007,primary,major_road,red
6,17,68,68_17,68_17_6,34.8216169,-2.4682197,30805007,primary,major_road,red
7,17,68,68_17,68_17_7,34.8217486,-2.4691005,30805007,primary,major_road,red
8,17,68,68_17,68_17_8,34.8225154,-2.4772449,30805007,primary,major_road,red
9,17,68,68_17,68_17_9,34.8226699,-2.478456,30805007,primary,major_road,red
10,17,68,68_17,68_17_10,34.8227676,-2.4792092,30805007,primary,major_road,red
11,17,68,68_17,68_17_11,34.8228909,-2.4798228,30805007,primary,major_road,red
12,17,68,68_17,68_17_12,34.82327805816323,-2.4815435660101146,30805007,primary,major_road,red
1,18,68,68_18,68_18_1,34.82327805816323,-2.4815435660101146,30805007,primary,major_road,black
2,18,68,68_18,68_18_2,34.8233684,-2.4819451,30805007,primary,major_road,black
3,18,68,68_18,68_18_3,34.823583,-2.4828187,30805007,primary,major_road,black
4,18,68,68_18,68_18_4,34.8238309,-2.4836351,30805007,primary,major_road,black
5,18,68,68_18,68_18_5,34.8246022,-2.4858253,30805007,primary,major_road,black
6,18,68,68_18,68_18_6,34.8249348,-2.4864658,30805007,primary,major_road,black
7,18,68,68_18,68_18_7,34.825152,-2.4867445,30805007,primary,major_road,black
8,18,68,68_18,68_18_8,34.825482,-2.4870205,30805007,primary,major_road,black
9,18,68,68_18,68_18_9,34.8264885,-2.488018,30805007,primary,major_road,black
10,18,68,68_18,68_18_10,34.8272556,-2.4887844,30805007,primary,major_road,black
11,18,68,68_18,68_18_11,34.8276821,-2.4891569,30805007,primary,major_road,black
12,18,68,68_18,68_18_12,34.8283607,-2.4897491,30805007,primary,major_road,black
13,18,68,68_18,68_18_13,34.8291305,-2.4904726,30805007,primary,major_road,black
14,18,68,68_18,68_18_14,34.8293182,-2.4906789,30805007,primary,major_road,black
15,18,68,68_18,68_18_15,34.8294738,-2.4908852,30805007,primary,major_road,black
16,18,68,68_18,68_18_16,34.8296133,-2.4911827,30805007,primary,major_road,black
17,18,68,68_18,68_18_17,34.829793,-2.4917293,30805007,primary,major_road,black
18,18,68,68_18,68_18_18,34.8300076,-2.4925198,30805007,primary,major_road,black
19,18,68,68_18,68_18_19,34.8301363,-2.492962,30805007,primary,major_road,black
20,18,68,68_18,68_18_20,34.8302141,-2.4933854,30805007,primary,major_road,black
21,18,68,68_18,68_18_21,34.830274,-2.4936857,30805007,primary,major_road,black
22,18,68,68_18,68_18_22,34.8303053,-2.4938463,30805007,primary,major_road,black
23,18,68,68_18,68_18_23,34.8303589,-2.4940191,30805007,primary,major_road,black
24,18,68,68_18,68_18_24,34.8304099,-2.4941236,30805007,primary,major_road,black
25,18,68,68_18,68_18_25,34.8306969,-2.4945698,30805007,primary,major_road,black
26,18,68,68_18,68_18_26,34.8309678,-2.495095,30805007,primary,major_road,black
27,18,68,68_18,68_18_27,34.8311743,-2.4955586,30805007,primary,major_road,black
28,18,68,68_18,68_18_28,34.8312172,-2.4957783,30805007,primary,major_road,black
29,18,68,68_18,68_18_29,34.8312092,-2.4959632,30805007,primary,major_road,black
30,18,68,68_18,68_18_30,34.8310026,-2.4968689,30805007,primary,major_road,black
31,18,68,68_18,68_18_31,34.8309812,-2.4972039,30805007,primary,major_road,black
32,18,68,68_18,68_18_32,34.8310375,-2.4974612,30805007,primary,major_road,black
33,18,68,68_18,68_18_33,34.8312172,-2.497772,30805007,primary,major_road,black
34,18,68,68_18,68_18_34,34.8316866,-2.4982838,30805007,primary,major_road,black
35,18,68,68_18,68_18_35,34.832101,-2.4986536,30805007,primary,major_road,black
36,18,68,68_18,68_18_36,34.8322231,-2.4987795,30805007,primary,major_road,black
37,18,68,68_18,68_18_37,34.8323411,-2.498951,30805007,primary,major_road,black
38,18,68,68_18,68_18_38,34.8324349,-2.4991601,30805007,primary,major_road,black
39,18,68,68_18,68_18_39,34.832797,-2.5000899,30805007,primary,major_road,black
40,18,68,68_18,68_18_40,34.8328614,-2.5002909,30805007,primary,major_road,black
41,18,68,68_18,68_18_41,34.8328856,-2.5005481,30805007,primary,major_road,black
42,18,68,68_18,68_18_42,34.8328668,-2.5007893,30805007,primary,major_road,black
43,18,68,68_18,68_18_43,34.832859985341585,-2.5008282334595395,30805007,primary,major_road,black
1,19,68,68_19,68_19_1,34.832859985341585,-2.5008282334595395,30805007,primary,major_road,red
2,19,68,68_19,68_19_2,34.8327622,-2.5013869,30805007,primary,major_road,red
3,19,68,68_19,68_19_3,34.8327273,-2.5018183,30805007,primary,major_road,red
4,19,68,68_19,68_19_4,34.8327327,-2.5021318,30805007,primary,major_road,red
5,19,68,68_19,68_19_5,34.8327783,-2.5024024,30805007,primary,major_road,red
6,19,68,68_19,68_19_6,34.8329231,-2.502665,30805007,primary,major_road,red
7,19,68,68_19,68_19_7,34.8331296,-2.5028499,30805007,primary,major_road,red
8,19,68,68_19,68_19_8,34.8333603,-2.5029893,30805007,primary,major_road,red
9,19,68,68_19,68_19_9,34.8338619,-2.5032626,30805007,primary,major_road,red
10,19,68,68_19,68_19_10,34.834047,-2.50341,30805007,primary,major_road,red
11,19,68,68_19,68_19_11,34.8341891,-2.5036083,30805007,primary,major_road,red
12,19,68,68_19,68_19_12,34.8343474,-2.503903,30805007,primary,major_road,red
13,19,68,68_19,68_19_13,34.8349026,-2.5048838,30805007,primary,major_road,red
14,19,68,68_19,68_19_14,34.8360667,-2.5071454,30805007,primary,major_road,red
15,19,68,68_19,68_19_15,34.8366782,-2.5083727,30805007,primary,major_road,red
16,19,68,68_19,68_19_16,34.8372951,-2.5095919,30805007,primary,major_road,red
17,19,68,68_19,68_19_17,34.8375043,-2.5100207,30805007,primary,major_road,red
18,19,68,68_19,68_19_18,34.8376009,-2.5102859,30805007,primary,major_road,red
19,19,68,68_19,68_19_19,34.8376223,-2.5104655,30805007,primary,major_road,red
20,19,68,68_19,68_19_20,34.8375741,-2.5109827,30805007,primary,major_road,red
21,19,68,68_19,68_19_21,34.8375794,-2.5114302,30805007,primary,major_road,red
22,19,68,68_19,68_19_22,34.8376492,-2.5119044,30805007,primary,major_road,red
23,19,68,68_19,68_19_23,34.8377591,-2.5122823,30805007,primary,major_road,red
24,19,68,68_19,68_19_24,34.8379254,-2.5126119,30805007,primary,major_road,red
25,19,68,68_19,68_19_25,34.8381132,-2.512845,30805007,primary,major_road,red
26,19,68,68_19,68_19_26,34.8386255,-2.5133032,30805007,primary,major_road,red
27,19,68,68_19,68_19_27,34.839178,-2.5137373,30805007,primary,major_road,red
28,19,68,68_19,68_19_28,34.8394248,-2.5140187,30805007,primary,major_road,red
29,19,68,68_19,68_19_29,34.8397225,-2.5144474,30805007,primary,major_road,red
30,19,68,68_19,68_19_30,34.8404253,-2.5158676,30805007,primary,major_road,red
31,19,68,68_19,68_19_31,34.8411441,-2.5173334,30805007,primary,major_road,red
32,19,68,68_19,68_19_32,34.841879,-2.5188688,30805007,primary,major_road,red
33,19,68,68_19,68_19_33,34.8425013,-2.5201175,30805007,primary,major_road,red
34,19,68,68_19,68_19_34,34.84258511089639,-2.5202910614345635,30805007,primary,major_road,red
1,20,68,68_20,68_20_1,34.84258511089639,-2.5202910614345635,30805007,primary,major_road,black
2,20,68,68_20,68_20_2,34.8434213,-2.5220227,30805007,primary,major_road,black
3,20,68,68_20,68_20_3,34.843947,-2.5231508,30805007,primary,major_road,black
4,20,68,68_20,68_20_4,34.844183,-2.5236841,30805007,primary,major_road,black
5,20,68,68_20,68_20_5,34.8442367,-2.5239172,30805007,primary,major_road,black
6,20,68,68_20,68_20_6,34.8442876,-2.524571,30805007,primary,major_road,black
7,20,68,68_20,68_20_7,34.844352,-2.5249569,30805007,primary,major_road,black
8,20,68,68_20,68_20_8,34.8444298,-2.5252382,30805007,primary,major_road,black
9,20,68,68_20,68_20_9,34.8445478,-2.5255196,30805007,primary,major_road,black
10,20,68,68_20,68_20_10,34.8450977,-2.5262699,30805007,primary,major_road,black
11,20,68,68_20,68_20_11,34.8456421,-2.5269559,30805007,primary,major_road,black
12,20,68,68_20,68_20_12,34.8459104,-2.5272479,30805007,primary,major_road,black
13,20,68,68_20,68_20_13,34.8461544,-2.5276124,30805007,primary,major_road,black
14,20,68,68_20,68_20_14,34.8472944,-2.5298069,30805007,primary,major_road,black
15,20,68,68_20,68_20_15,34.8487421,-2.5325582,30805007,primary,major_road,black
16,20,68,68_20,68_20_16,34.8509361,-2.536816,30805007,primary,major_road,black
17,20,68,68_20,68_20_17,34.8513385,-2.5375851,30805007,primary,major_road,black
18,20,68,68_20,68_20_18,34.8520734,-2.5390374000000002,30805007,primary,major_road,black
19,20,68,68_20,68_20_19,34.8523979,-2.5396537,30805007,primary,major_road,black
20,20,68,68_20,68_20_20,34.8526917265289,-2.5402133725596325,30805007,primary,major_road,black
1,21,68,68_21,68_21_1,34.8526917265289,-2.5402133725596325,30805007,primary,major_road,red
2,21,68,68_21,68_21_2,34.8538061,-2.542336,30805007,primary,major_road,red
3,21,68,68_21,68_21_3,34.8541977,-2.542896,30805007,primary,major_road,red
4,21,68,68_21,68_21_4,34.8542896,-2.5430521,30805007,primary,major_road,red
5,21,68,68_21,68_21_5,34.8544076,-2.5433335,30805007,primary,major_road,red
6,21,68,68_21,68_21_6,34.8546912,-2.544359,30805007,primary,major_road,red
7,21,68,68_21,68_21_7,34.8550185,-2.5453371,30805007,primary,major_road,red
8,21,68,68_21,68_21_8,34.8557185,-2.5474164,30805007,primary,major_road,red
9,21,68,68_21,68_21_9,34.8561262,-2.5485016,30805007,primary,major_road,red
10,21,68,68_21,68_21_10,34.8563783,-2.5490402,30805007,primary,major_road,red
11,21,68,68_21,68_21_11,34.8567431,-2.5497423,30805007,primary,major_road,red
12,21,68,68_21,68_21_12,34.8574861,-2.5509722,30805007,primary,major_road,red
13,21,68,68_21,68_21_13,34.8579769,-2.551701,30805007,primary,major_road,red
14,21,68,68_21,68_21_14,34.8588064,-2.552669,30805007,primary,major_road,red
15,21,68,68_21,68_21_15,34.8600342,-2.5540376,30805007,primary,major_road,red
16,21,68,68_21,68_21_16,34.860751,-2.5547712,30805007,primary,major_road,red
17,21,68,68_21,68_21_17,34.8620304,-2.556198,30805007,primary,major_road,red
18,21,68,68_21,68_21_18,34.864554095884046,-2.5589017558649085,30805007,primary,major_road,red
1,22,68,68_22,68_22_1,34.864554095884046,-2.5589017558649085,30805007,primary,major_road,black
2,22,68,68_22,68_22_2,34.8682156,-2.5628245,30805007,primary,major_road,black
3,22,68,68_22,68_22_3,34.8685911,-2.5633175,30805007,primary,major_road,black
4,22,68,68_22,68_22_4,34.8687977,-2.5636766,30805007,primary,major_road,black
5,22,68,68_22,68_22_5,34.8689988,-2.5640732,30805007,primary,major_road,black
6,22,68,68_22,68_22_6,34.8727237,-2.5725585,30805007,primary,major_road,black
7,22,68,68_22,68_22_7,34.8730436,-2.5731112,30805007,primary,major_road,black
8,22,68,68_22,68_22_8,34.8731804,-2.5732987,30805007,primary,major_road,black
9,22,68,68_22,68_22_9,34.873572,-2.573765,30805007,primary,major_road,black
10,22,68,68_22,68_22_10,34.8737544,-2.5740034,30805007,primary,major_road,black
11,22,68,68_22,68_22_11,34.873918,-2.5742714,30805007,primary,major_road,black
12,22,68,68_22,68_22_12,34.8741721,-2.5748441,30805007,primary,major_road,black
13,22,68,68_22,68_22_13,34.8743686,-2.5753137,30805007,primary,major_road,black
14,22,68,68_22,68_22_14,34.8744383,-2.5756272,30805007,primary,major_road,black
15,22,68,68_22,68_22_15,34.8746797,-2.5768089,30805007,primary,major_road,black
16,22,68,68_22,68_22_16,34.874789,-2.5771672,30805007,primary,major_road,black
17,22,68,68_22,68_22_17,34.8750331,-2.5777915,30805007,primary,major_road,black
18,22,68,68_22,68_22_18,34.87525640859139,-2.578302793698362,30805007,primary,major_road,black
1,23,68,68_23,68_23_1,34.87525640859139,-2.578302793698362,30805007,primary,major_road,red
2,23,68,68_23,68_23_2,34.8766317,-2.5814517,30805007,primary,major_road,red
3,23,68,68_23,68_23_3,34.8804626,-2.5900911,30805007,primary,major_road,red
4,23,68,68_23,68_23_4,34.88427529016726,-2.598884424149346,30805007,primary,major_road,red
1,24,68,68_24,68_24_1,34.88427529016726,-2.598884424149346,30805007,primary,major_road,black
2,24,68,68_24,68_24_2,34.885609,-2.6019604,30805007,primary,major_road,black
3,24,68,68_24,68_24_3,34.8864187,-2.6037469,30805007,primary,major_road,black
4,24,68,68_24,68_24_4,34.8872237,-2.6054195,30805007,primary,major_road,black
5,24,68,68_24,68_24_5,34.8886215,-2.6081489,30805007,primary,major_road,black
6,24,68,68_24,68_24_6,34.889369,-2.6095285,30805007,primary,major_road,black
7,24,68,68_24,68_24_7,34.8903,-2.6111659,30805007,primary,major_road,black
8,24,68,68_24,68_24_8,34.8913463,-2.6129943,30805007,primary,major_road,black
9,24,68,68_24,68_24_9,34.892387,-2.6145885,30805007,primary,major_road,black
10,24,68,68_24,68_24_10,34.8925077,-2.6148698,30805007,primary,major_road,black
11,24,68,68_24,68_24_11,34.8925989,-2.615119,30805007,primary,major_road,black
12,24,68,68_24,68_24_12,34.8926498,-2.615462,30805007,primary,major_road,black
13,24,68,68_24,68_24_13,34.8926924,-2.615829,30805007,primary,major_road,black
14,24,68,68_24,68_24_14,34.892792,-2.6166865,30805007,primary,major_road,black
15,24,68,68_24,68_24_15,34.892969,-2.6180074,30805007,primary,major_road,black
16,24,68,68_24,68_24_16,34.8931397,-2.6188702,30805007,primary,major_road,black
